fov segment, laser convert, laser ds, map update, optimize, poseEstimate, processMeasurement, pub cloud, 
0.25325,2.53165,5.46406,0.191788,28.1395,39.9117,53.7506,0.031918,
0.423456,4.01448,6.18016,0.262818,65.437,28.8348,67.1873,0.036807,
0.368839,4.05066,5.29071,0.199959,74.9751,66.014,92.0673,0.0308,
0.262818,1.8034,2.5246,0.210086,54.2687,75.4555,85.9478,0.03101,
0.316387,1.71659,2.40182,0.282863,38.612,54.8778,79.7369,0.0352,
0.298786,1.62775,2.36829,0.173349,76.1206,39.0928,40.7748,0.036737,
0.330775,4.56519,6.33989,0.161965,58.2964,76.6216,29.9882,0.037575,
0.290126,3.88395,4.97747,0.195839,48.3765,58.7916,67.2404,0.030032,
0.279231,3.79287,4.19921,0.193743,77.6383,48.8575,75.9165,0.033455,
0.315758,1.71841,2.2731,0.178867,88.7424,78.1411,55.7727,0.028147,
0.371842,4.78715,5.03956,0.280488,61.3156,89.4044,40.1849,0.039671,
0.268684,3.52,4.97656,0.161615,43.8349,61.7535,77.0842,0.059645,
0.267218,4.19069,4.43074,0.165807,64.3194,44.2746,59.2159,0.028147,
0.274341,5.04529,4.97782,0.19507,75.3361,64.7974,49.2964,0.032407,
0.396357,4.00016,5.07176,0.189483,66.3219,75.9305,79.057,0.035131,
0.368909,3.48696,5.18001,0.188226,53.7638,66.887,90.3373,0.030103,
0.415074,1.62866,2.46691,0.22636,77.2196,54.4134,62.21,0.039112,
0.240119,4.24175,4.47453,0.17754,76.252,77.6459,44.6991,0.030451,
0.280139,4.15668,5.34044,0.18613,70.6245,76.7278,65.8101,0.031988,
0.26617,3.31647,4.42544,0.169508,49.8675,71.0678,77.0366,0.03101,
0.335664,3.60499,5.27584,0.156028,63.2099,50.3663,67.8022,0.031499,
0.292012,3.50603,4.59829,0.161337,83.9574,63.6732,55.3003,0.032407,
0.295923,4.54005,4.56512,0.192696,65.714,84.4542,78.5566,0.03555,
0.285097,3.33875,5.50094,0.169927,96.1388,66.1766,77.8121,0.034083,
0.304443,1.5635,2.24663,0.211623,92.702,96.6644,71.508,0.032826,
0.335803,1.62566,2.60576,0.254367,61.1442,93.3009,51.6024,0.034433,
0.396566,3.33868,3.03214,0.206105,54.1688,61.7546,64.8708,0.043582,
0.262887,3.51776,5.19321,0.172721,66.5765,54.6107,85.4527,0.036667,
0.313244,3.44149,4.99291,0.166854,100.851,67.0652,67.1136,0.037016,
0.298158,3.67763,5.09774,0.252202,69.6916,101.408,97.5792,0.029125,
0.294247,3.42284,5.43955,0.155819,91.9505,70.1499,93.7568,0.035689,
0.336642,2.20297,2.70424,0.241167,44.6807,92.5375,62.2131,0.039391,
0.308844,3.42375,4.75991,0.160288,60.6426,45.1575,55.4936,0.043303,
0.275459,3.38876,4.24566,0.18641,101.456,61.113,67.6175,0.033803,
0.251503,4.98452,4.76613,0.223078,45.6712,101.939,101.939,0.029404,
0.293409,3.49904,5.33493,0.172372,65.6975,46.1441,71.01,0.036667,
0.238792,3.49352,5.88054,0.161546,48.3801,66.1059,93.5056,0.031708,
0.386579,2.20339,2.47655,0.281536,74.5249,49.0567,45.5967,0.033315,
0.412351,3.45832,4.28987,0.182568,62.7878,75.1288,61.805,0.034852,
0.37701,4.2546,6.24023,0.183127,48.6928,63.3564,102.897,0.031499,
0.436446,1.99282,2.99206,0.197235,82.5214,49.3355,46.5802,0.036877,
0.395169,4.624,5.10193,0.243262,60.8693,83.168,67.1018,0.033385,
0.365556,3.65947,4.48019,0.182778,58.3382,61.4251,49.9675,0.031499,
0.288659,3.54325,5.04228,0.159521,59.2493,58.7966,76.0951,0.032895,
0.369956,3.39547,5.15955,0.273713,69.443,59.9027,64.4839,0.053918,
0.259885,4.44157,5.00324,0.163153,73.7001,69.8733,50.322,0.03101,
0.260024,4.15689,6.19168,0.168949,50.5692,74.1366,83.5955,0.031429,
0.276087,3.33785,3.26311,0.156517,53.9351,51.011,62.3052,0.033874,
0.391537,4.08663,4.89394,0.220493,65.8097,54.5561,59.732,0.031011,
0.291034,3.40196,4.51602,0.155539,63.5018,66.2654,60.3457,0.033385,
0.242773,3.70228,4.47034,0.158264,54.8205,63.9111,70.2964,0.033454,
0.267567,3.38611,5.01344,0.152607,62.1622,55.2483,75.1873,0.031988,
0.287681,1.63432,2.40021,0.165317,83.0062,62.6228,52.1252,0.029054,
0.298298,3.62392,4.8403,0.166016,99.0659,83.4785,55.4984,0.032896,
0.338107,3.53969,5.07916,0.166994,69.3593,99.5801,67.1351,0.039181,
0.241935,1.57977,2.29635,0.167483,90.6833,69.7759,64.8197,0.031918,
0.434001,3.61512,5.6627,0.247592,94.6683,91.3725,56.4512,0.041416,
0.39929,3.49381,4.90665,0.206105,63.2711,95.2816,63.4856,0.036249,
0.407182,3.61694,5.03914,0.278672,62.3023,63.9655,84.6187,0.037086,
0.364438,1.64263,2.50386,0.179426,88.2867,62.8537,100.823,0.034852,
0.330495,3.59962,2.80048,0.242005,67.3988,88.8673,70.2468,0.031499,
0.244798,3.70361,4.22031,0.148346,49.6437,67.7995,92.2371,0.030102,
0.269034,1.6647,2.72051,0.168531,75.969,50.0894,96.2045,0.036249,
0.296551,3.46517,6.11137,0.156866,61.8716,76.4316,64.8376,0.032267,
0.290475,3.72876,5.1196,0.169438,51.641,62.3395,63.7605,0.032896,
0.239002,4.98027,4.29441,0.156727,89.2806,52.0453,90.2906,0.032617,
0.468365,1.63208,2.41641,0.206455,85.0757,89.9639,68.6633,0.03576,
0.395658,3.39023,5.09048,0.191299,64.7595,85.6716,51.2257,0.076688,
0.36793,4.61729,5.81453,0.170486,60.2671,65.306,77.5307,0.033873,
0.327213,1.5922,3.45386,0.250107,47.2614,60.8543,63.2242,0.055245,
0.410604,3.59151,4.98166,0.312895,75.8929,47.9958,53.1392,0.065373,
0.327422,4.9707,4.20606,0.185293,69.2919,76.4132,91.0504,0.045328,
0.413119,3.64941,5.42935,0.249408,51.4287,69.9621,86.6232,0.06656,
0.408789,4.86132,2.89302,0.225871,53.1057,52.071,65.7398,0.058179,
0.35522,3.42718,2.37835,0.20841,57.1863,53.679,61.3145,0.036528,
0.307028,3.89575,3.84316,0.171673,96.5868,57.6723,48.4673,0.033314,
0.383715,4.02293,5.06017,0.205337,71.0395,97.1835,77.5385,0.031499,
0.389651,3.46706,5.35085,0.188994,88.3755,71.6268,71.1715,0.066072,
0.511667,3.33135,2.54709,0.295364,61.0103,89.1917,52.6931,0.047981,
0.412281,3.64124,5.16332,0.174676,67.2234,61.6048,54.6033,0.036668,
0.275249,3.44568,4.83255,0.187667,90.078,67.6945,58.6191,0.032896,
0.254297,3.80998,4.78003,0.15079,54.1117,90.4915,98.0701,0.035271,
0.66986,3.3639,3.1601,0.169159,53.0827,54.9585,72.155,0.045677,
0.38609,3.39163,5.1877,0.179705,53.3528,53.657,90.3572,0.036737,
0.397753,1.66875,2.47334,0.206245,63.1132,53.9659,62.1214,0.036318,
0.263167,4.20117,5.21033,0.165737,84.9724,63.5492,68.5958,0.034292,
0.462079,4.33066,4.59613,0.247452,74.4371,85.6915,91.3871,0.038902,
0.390629,3.69761,5.16675,0.204569,62.8502,75.0403,55.5177,0.039251,
0.243611,4.36097,4.48285,0.152397,75.5941,63.255,54.6553,0.034153,
0.309612,3.52614,5.17939,0.165458,83.5207,76.0781,54.8316,0.032826,
0.294247,4.06554,5.17149,0.169717,73.8305,83.9926,64.4257,0.037156,
0.299555,4.66101,4.26417,0.169997,41.8963,74.3087,86.5642,0.033385,
0.233344,3.42138,4.8704,0.154562,52.4397,42.2928,75.4873,0.035759,
0.349213,3.47879,5.10291,0.178657,73.0468,52.9752,64.2256,0.034782,
0.272386,3.4637,5.0918,0.169159,59.8865,73.4964,77.2119,0.032686,
0.249757,3.37968,5.11318,0.149184,48.0749,60.2936,85.346,0.032896,
0.255204,3.44624,5.08545,0.188296,83.7947,48.5255,75.1924,0.035689,
0.247942,1.61308,2.40398,0.162664,63.6112,84.213,43.5626,0.03101,
0.268405,3.48787,4.08034,0.157845,69.891,64.0443,53.8637,0.073823,
0.265821,3.38436,5.48963,0.150511,57.089,70.3159,74.688,0.040439,
0.321206,3.64103,5.38032,0.193464,59.7593,57.6118,61.4273,0.033385,
0.405366,4.20746,2.57782,0.210855,87.0726,60.3836,49.4377,0.036319,
0.515928,3.73441,5.05255,0.237465,68.6799,87.8342,85.3202,0.046376,
0.373448,2.88904,4.78931,0.161266,93.0265,69.2234,64.5081,0.051963,
0.454745,4.17882,4.42781,0.16839,68.451,93.6576,71.2292,0.042674,
0.389791,3.51867,5.05297,0.16413,50.2811,69.0121,58.0629,0.037226,
0.291942,3.57028,5.39709,0.147298,44.594,50.729,60.8138,0.037994,
0.238164,3.96999,4.41761,0.148346,81.4372,44.9877,88.9173,0.063417,
0.260862,3.41677,4.86174,0.161197,70.6197,81.8663,70.1537,0.032896,
0.238233,3.9774,4.83115,0.157914,37.3451,71.024,94.7512,0.032896,
0.246544,3.56239,4.53725,0.151837,89.6578,37.7535,69.4965,0.03583,
0.246545,3.41956,5.63448,0.152956,70.5608,90.0659,51.8164,0.054268,
0.262957,3.55932,4.11568,0.157146,69.4939,70.9892,45.6097,0.041836,
0.24857,3.53543,3.25013,0.147507,51.4699,69.8991,82.9605,0.031918,
0.28384,1.6244,2.44463,0.169089,48.4304,51.931,71.9527,0.070891,
0.272945,3.38953,5.18637,0.154003,67.3741,48.866,38.8693,0.034781,
0.262468,1.63865,2.47019,0.157914,66.616,67.803,91.0391,0.042116,
0.243262,3.46643,4.99409,0.156308,71.1776,67.0235,71.9881,0.032128,
0.251014,1.61232,2.507,0.152117,61.6684,71.5898,70.9866,0.034363,
0.239351,3.61631,2.34371,0.15987,81.6539,62.0757,53.0651,0.033874,
0.247033,3.74726,5.4517,0.149463,51.1014,82.0595,50.0127,0.034852,
0.275249,3.57252,5.19168,0.154142,70.8587,51.5384,68.9311,0.033385,
0.242912,3.6814,6.7945,0.143317,61.2429,71.2524,68.1467,0.037226,
0.345162,3.72778,3.10031,0.178098,36.3187,61.7752,72.6954,0.034782,
0.276298,3.80831,2.32234,0.149673,54.5806,36.7529,63.2201,0.036737,
0.250944,4.13768,4.53467,0.144853,49.9729,54.9841,83.1833,0.030521,
0.318692,3.8257,5.18728,0.169438,47.2989,50.4687,52.6335,0.037505,
0.300393,1.62314,2.70403,0.144784,55.6669,47.7528,72.3622,0.034293,
0.255973,3.85035,4.22359,0.150162,67.5673,56.0812,62.6533,0.034782,
0.250385,3.95435,5.38465,0.150092,57.767,67.9753,37.6512,0.034921,
0.264354,4.31376,3.16128,0.161197,64.5339,58.2002,55.8624,0.032198,
0.253599,4.21256,4.85259,0.151628,61.4863,64.9482,51.6286,0.031499,
0.268684,3.57042,6.17513,0.154003,65.441,61.916,48.8788,0.06649,
0.251992,3.41509,2.76081,0.143456,51.3372,65.8444,57.174,0.032477,
0.245566,3.85831,5.00345,0.152187,60.3383,51.7402,69.0796,0.037784,
0.288171,1.70318,2.37165,0.256252,60.331,60.8912,59.316,0.054267,
0.308634,3.57356,4.64942,0.167482,78.32,60.8161,66.0491,0.036737,
0.331053,3.54353,5.22241,0.267707,80.0891,78.926,63.0461,0.062439,
0.278462,3.51532,5.07895,0.191439,44.9369,80.5674,66.9295,0.03101,
0.236557,3.23902,3.07468,0.160569,79.947,45.3417,52.3881,0.034362,
0.389582,1.66016,2.41369,0.169438,69.1701,80.5147,61.8249,0.038064,
0.233903,1.62754,3.03969,0.156936,65.404,69.5699,61.9123,0.034293,
0.242005,3.49346,3.66115,0.142689,57.9625,65.7971,79.439,0.038134,
0.257859,6.34464,4.15431,0.152746,45.4522,58.3831,81.7942,0.034362,
0.276786,3.81459,3.16177,0.188715,77.0494,45.9258,46.4171,0.03569,
0.255763,3.67616,4.75223,0.160079,59.1309,77.4742,81.8025,0.034292,
0.252411,3.63119,5.52965,0.140313,51.8414,59.5312,70.4384,0.063976,
0.253528,3.59019,5.12128,0.153095,67.2415,52.2557,66.6701,0.03143,
0.276856,3.71311,4.38486,0.135634,76.0253,67.6611,59.482,0.033175,
0.249967,3.77541,4.42313,0.191788,94.1973,76.4771,47.0104,0.034153,
0.318203,4.05618,5.4128,0.155121,80.2418,94.6777,78.6007,0.043023,
0.303955,1.62377,2.39637,0.195629,91.7435,80.7491,60.6292,0.034921,
0.316108,3.61184,5.32661,0.150231,64.4405,92.2174,53.3575,0.037157,
0.340134,3.79678,4.76292,0.15086,59.7103,64.9402,68.2155,0.037086,
0.317994,3.49709,3.94401,0.146041,81.7691,60.1848,77.715,0.038693,
0.245078,3.6983,5.87774,0.149253,70.3297,82.1712,95.6539,0.038274,
0.316806,1.79684,2.41257,0.173629,72.3068,70.8276,81.1824,0.035759,
0.332661,3.51762,2.80334,0.156448,63.7044,72.8041,93.3633,0.037436,
0.315409,1.62314,2.32429,0.15547,50.7988,64.1832,65.3692,0.040858,
0.357175,4.24168,4.99458,0.158263,72.5915,51.3222,61.0542,0.036249,
0.322184,3.53375,4.4503,0.139965,69.7146,73.0621,83.0942,0.036178,
0.27064,1.73545,2.35502,0.20862,79.0155,70.2028,71.7459,0.032407,
0.258278,4.83269,3.14899,0.13724,70.8325,79.4183,74.1009,0.036388,
0.236417,3.46685,4.60689,0.125716,66.3906,71.2023,65.0743,0.033665,
0.311009,3.58244,4.28156,0.146949,84.6222,66.8571,52.2643,0.036528,
0.341809,1.62328,2.25808,0.20003,88.5816,85.1712,73.9914,0.036597,
0.432955,4.51951,5.15599,0.210017,58.0052,89.2335,71.2284,0.035759,
0.285237,3.75963,6.32159,0.207782,53.7151,58.5059,80.3325,0.03569,
0.385042,3.55666,4.8125,0.317714,54.9847,54.4292,72.1245,0.05762,
0.288101,2.16826,3.3954,0.145412,53.7365,55.4254,67.7301,0.035829,
0.267497,4.05052,5.02434,0.124529,68.7855,54.1356,86.0798,0.035969,
0.334337,3.47942,5.33353,0.140732,59.9687,69.2685,90.5149,0.07529,
0.265123,2.98689,2.44777,0.138707,44.566,60.3811,59.4052,0.034293,
0.400477,3.39421,4.26459,0.135564,30.185,45.1111,55.5264,0.076966,
0.417449,1.86934,2.29559,0.166086,66.8662,30.7752,56.6217,0.077246,
0.402642,3.60451,4.37711,0.140872,52.5903,67.4188,55.1697,0.036667,
0.402084,1.65841,2.48283,0.171673,50.227,53.1726,70.3688,0.039881,
0.43938,4.9056,4.26794,0.137939,80.2926,50.8116,61.4592,0.04449,
0.40802,4.30119,5.54788,0.134936,43.856,80.8442,46.0618,0.036179,
0.406135,1.59353,2.46593,0.137729,51.1703,44.4081,31.2495,0.037296,
0.327632,1.68495,2.34406,0.153095,54.2646,51.6595,68.2742,0.066839,
0.312895,1.98905,2.95972,0.1554,58.2596,54.7411,54.0313,0.038274,
0.293199,3.60311,3.96908,0.118593,74.5619,58.6806,51.6807,0.042814,
0.444688,3.66394,6.09789,0.162245,78.6906,75.176,81.6935,0.036248,
0.325257,3.45574,4.0119,0.142479,48.0814,79.1669,45.2581,0.034083,
0.368629,3.23392,2.65374,0.122504,48.4508,48.5816,52.1283,0.041835,
0.491134,3.29874,3.06888,0.14667,74.0464,49.0966,55.5862,0.039251,
0.488269,3.39421,4.76208,0.140244,60.3411,74.682,59.1294,0.041486,
0.42122,3.39135,4.95086,0.163432,50.0732,60.9354,75.5852,0.037157,
0.355499,3.93207,5.44612,0.15526,56.2417,50.5926,80.3883,0.042325,
0.263446,1.59611,3.0459,0.118662,39.4627,56.6334,49.8584,0.041347,
0.33287,3.47628,5.20244,0.135215,81.0333,39.9374,49.9989,0.036249,
0.303955,4.83381,3.62728,0.122714,55.6213,81.4701,75.0991,0.036178,
0.249128,3.92795,6.58483,0.099596,53.2184,55.9767,62.0218,0.036178,
0.269522,3.42494,4.74371,0.103507,45.9977,53.5991,51.442,0.033665,
0.250386,3.44115,4.77381,0.104554,43.4702,46.3607,57.5611,0.032966,
0.250106,3.40832,5.10668,0.110421,24.5102,43.839,41.003,0.034363,
0.259466,3.65291,4.99144,0.108186,74.277,24.8861,82.43,0.035271,
0.272526,1.72777,2.59696,0.11077,63.1043,74.6692,56.878,0.033874,
0.248291,3.45644,4.82172,0.109164,36.3698,63.4699,54.4095,0.032407,
0.264983,3.55192,4.97629,0.1063,69.9747,36.7502,47.179,0.033874,
0.262399,3.5112,5.19908,0.09352,65.2034,70.3383,44.2627,0.07131,
0.264982,3.21297,4.85958,0.100643,50.8632,65.5765,25.6021,0.033385,
0.290056,3.40098,4.87376,0.099735,25.998,51.2608,75.6801,0.034782,
0.24822,3.42857,5.15369,0.10197,35.3625,26.3567,63.8857,0.033804,
0.273294,4.02887,5.14356,0.098688,69.5599,35.7412,37.5864,0.032966,
0.251992,2.59528,2.37856,0.10211,42.7476,69.9216,71.4646,0.033804,
0.380153,3.70983,4.68574,0.114263,67.4377,43.2495,66.5759,0.035899,
0.268755,3.71814,6.37865,0.091424,67.1456,67.8059,52.2732,0.041068,
0.25758,3.59599,4.6314,0.093449,34.2278,67.5048,27.3667,0.036179,
0.25737,4.59948,4.79148,0.103158,44.1233,34.5967,36.7544,0.034293,
0.331123,3.49213,4.95366,0.096034,64.9561,44.5596,70.7262,0.035759,
0.277694,4.45163,4.79777,0.11105,58.3237,65.3528,44.2445,0.0975,
0.254786,3.48054,4.35245,0.095893,52.5371,58.6829,68.8024,0.032895,
0.30172,3.59215,4.54396,0.095614,69.7387,52.9431,68.4816,0.038134,
0.247592,4.94122,5.22821,0.09729,53.5978,70.0903,35.5512,0.032476,
0.358223,4.234,4.21605,0.114053,63.9618,54.0776,45.345,0.034642,
0.269662,3.70061,5.14174,0.114193,62.2343,64.3533,66.5511,0.031499,
0.277694,3.70271,4.96385,0.102389,43.995,62.6214,59.5149,0.033804,
0.309403,3.39624,5.09013,0.103926,38.3379,44.4158,54.0636,0.032406,
0.262399,3.77143,5.45764,0.104973,42.4778,38.7128,70.8377,0.031988,
0.32372,3.49122,4.42348,0.113983,32.95,42.9229,54.8602,0.03995,
0.270152,4.50988,5.07071,0.096802,41.4161,33.3241,65.1841,0.033175,
0.342089,4.42236,3.71234,0.091144,40.633,41.8569,63.583,0.033594,
0.339505,3.16289,4.63566,0.098338,68.9313,41.0783,45.2166,0.036668,
0.298297,3.69125,4.93375,0.092542,44.6468,69.3302,39.5345,0.032477,
0.259605,4.29176,2.30537,0.088141,38.2672,45.0032,43.3211,0.035271,
0.274481,3.99772,4.95519,0.090097,49.4787,38.6394,34.0775,0.03541,
0.368629,4.19552,5.06876,0.11084,40.5817,49.9673,42.6774,0.035341,
0.292362,4.1754,6.42293,0.087303,62.8546,40.971,41.8333,0.035829,
0.294946,4.3243,5.14726,0.096383,56.0566,63.2534,70.2843,0.038134,
0.29306,4.00387,4.81222,0.101202,41.1342,56.458,45.9099,0.034852,
0.330495,3.65144,4.97112,0.095405,50.9137,41.5672,39.4023,0.038484,
0.273434,4.4973,5.23344,0.10197,46.4478,51.2991,51.0263,0.036109,
0.300951,4.11149,5.07386,0.101412,56.7823,46.8577,42.1125,0.034851,
0.433792,4.15815,3.41391,0.13745,60.7928,57.3607,64.0061,0.036038,
0.262189,3.53522,4.99982,0.09338,38.2468,61.156,57.2014,0.032407,
0.299136,4.22457,2.38443,0.098268,54.5548,38.6522,42.3167,0.034363,
0.295853,4.4767,5.32934,0.094916,65.1194,54.9537,52.4021,0.03576,
0.393633,3.95672,4.9538,0.12439,45.7195,65.6455,47.6197,0.039251,
0.33252,4.49905,5.55563,0.100713,57.3402,46.1605,58.1407,0.044769,
0.276298,3.40476,4.62267,0.101062,42.8333,57.7251,61.9597,0.036668,
0.348934,3.19621,3.10821,0.095614,50.5785,43.2863,39.7677,0.037086,
0.339435,3.61261,5.00758,0.10623,44.7488,51.0322,56.1046,0.036668,
0.333777,3.84246,4.36293,0.193674,38.1588,45.2829,66.0952,0.038134,
0.460682,4.31879,5.15068,0.232367,34.1851,38.8633,47.1184,0.036738,
0.325467,3.98047,5.20292,0.103158,66.9104,34.6218,58.5399,0.043303,
0.252691,4.28128,3.84986,0.08863,60.088,67.2579,44.2976,0.034503,
0.250037,4.29525,3.89813,0.09317,61.5539,60.4398,51.8141,0.075011,
0.251014,3.78358,4.13636,0.097221,59.6271,61.9087,46.0512,0.034781,
0.31974,3.96594,3.16226,0.102459,55.8906,60.0559,39.6484,0.042325,
0.3196,4.32905,4.81635,0.143596,35.6771,56.3632,35.1201,0.034782,
0.386159,4.80454,4.84847,0.138777,50.0387,36.2107,67.6396,0.036248,
0.273922,2.91376,2.29426,0.109653,60.8187,50.4309,61.5965,0.039531,
0.342578,3.63657,4.98578,0.117546,50.6675,61.2869,62.8798,0.039042,
0.479889,2.47417,3.58781,0.135354,29.5512,51.2914,61.0738,0.045747,
0.275738,4.64963,4.39338,0.096173,52.8062,29.9298,57.181,0.071449,
0.309123,2.13565,2.38394,0.105043,31.515,53.2289,37.1732,0.036807,
0.280068,2.13404,3.36006,0.087164,36.0053,31.8908,51.6028,0.042883,
0.317784,1.60561,2.31151,0.095405,34.7309,36.427,62.0598,0.035131,
0.281955,3.64159,4.88298,0.108675,40.1661,35.1296,52.2211,0.031918,
0.251993,4.08803,4.82612,0.101971,41.3417,40.5289,30.9309,0.035271,
0.311079,3.36041,4.8637,0.092401,51.1554,41.7537,54.0783,0.035271,
0.435958,4.26368,4.78422,0.147926,66.4358,51.7478,32.6661,0.042953,
0.251923,1.60107,2.23454,0.09303,52.0501,66.7883,37.3798,0.034782,
0.296622,4.18923,4.48452,0.108046,51.2784,52.4624,36.0033,0.038972,
0.271618,3.42333,4.74168,0.108884,28.7874,51.6671,41.4915,0.046376,
0.274831,1.95755,3.04297,0.0887,35.3499,29.1596,42.71,0.033804,
0.270989,3.20333,2.48933,0.11545,66.0156,35.7438,52.7562,0.037296,
0.24864,4.00848,3.8931,0.088421,47.6354,66.3604,67.7685,0.03527,
0.259954,3.56854,4.8095,0.105392,40.8219,48.0089,53.2817,0.086814,
0.251853,2.27903,2.39574,0.089748,46.0026,41.1706,52.6246,0.033454,
0.472206,3.80377,5.04829,0.154492,71.0335,46.6374,30.1036,0.041975,
0.445595,4.07127,5.01267,0.378547,44.5156,71.8662,36.649,0.040858,
0.391677,4.42159,5.14035,0.105532,32.0643,45.0214,67.3123,0.041906,
0.289567,4.63608,2.33595,0.144714,48.2517,32.5052,49.0103,0.034292,
0.419615,3.38897,4.6967,0.113634,56.6377,48.7934,41.9517,0.042045,
0.299555,3.83715,5.21857,0.109164,61.8949,57.0551,47.3634,0.037785,
0.295993,1.66889,2.40259,0.096382,54.6956,62.2949,72.2501,0.037086,
0.396636,3.46147,4.98669,0.14213,53.7763,55.2421,46.1178,0.043512,
0.410465,3.61135,5.10696,0.136193,42.1878,54.3313,33.3586,0.046724,
0.325257,4.32395,4.69775,0.205058,41.1366,42.729,49.5605,0.038204,
0.261002,4.83206,3.16226,0.091983,51.6094,41.4982,57.8018,0.034711,
0.413119,3.9526,4.89373,0.106999,35.4692,52.1372,63.0416,0.040858,
0.453488,3.37968,4.98362,0.133609,37.6229,36.0676,55.9934,0.046027,
0.266729,3.39687,4.78555,0.13298,37.567,38.0297,55.0977,0.041417,
0.269662,1.5929,2.25662,0.100504,59.5262,37.9443,43.6637,0.037157,
0.262328,3.5735,4.5228,0.098129,48.483,59.8958,42.4495,0.037784,
0.287891,3.64592,5.11381,0.12446,26.9718,48.9036,53.0906,0.034642,
0.259954,3.87347,3.44436,0.09324,35.6137,27.3331,36.8735,0.033315,
0.453767,3.40902,4.02699,0.120618,27.3693,36.1966,38.4155,0.041626,
0.356267,3.3646,5.72884,0.111119,46.8784,27.8432,38.3215,0.039601,
0.313244,3.40126,5.06079,0.094916,54.2662,47.2945,60.6573,0.044071,
0.253808,1.92493,2.60059,0.090656,51.0687,54.6187,49.6681,0.036668,
0.313524,3.36579,4.97642,0.094497,45.3327,51.4854,28.0848,0.038623,
0.388604,3.82793,5.12044,0.128859,36.4752,45.8578,36.9985,0.036738,
0.252551,4.66709,3.80635,0.090027,42.5791,36.826,28.6808,0.035341,
0.254786,4.43074,4.4876,0.094009,47.6345,42.9359,48.1383,0.034781,
0.275878,3.41649,4.06142,0.126834,30.3755,48.0458,55.4107,0.034292,
0.313175,1.68858,2.39707,0.123412,32.98,30.8198,52.4436,0.03995,
0.408579,1.89162,2.90846,0.148346,36.9374,33.546,46.961,0.050635,
0.289637,3.43989,4.85951,0.090097,37.7437,37.3247,37.8441,0.034363,
0.412979,3.55569,4.6175,0.111189,44.0304,38.2774,43.8989,0.039111,
0.299625,1.57132,2.28092,0.093799,49.9102,44.4309,48.8168,0.037715,
0.343276,3.49611,3.8375,0.12446,67.8737,50.3865,31.2036,0.037227,
0.302139,3.39135,4.95806,0.095824,44.5051,68.2797,33.933,0.036668,
0.264005,1.53717,2.2307,0.108396,44.2713,44.8875,38.0569,0.03576,
0.297041,3.22596,5.60738,0.098688,42.3338,44.6737,39.0756,0.036528,
0.301231,3.73344,4.89143,0.098478,34.3844,42.7415,45.206,0.039112,
0.25737,3.26465,4.97622,0.093031,34.1588,34.7428,50.768,0.0352,
0.254227,4.59131,3.92159,0.091982,43.6431,34.5123,69.2348,0.037296,
0.255484,3.76109,4.94227,0.090726,40.1889,43.9969,45.8525,0.041557,
0.311987,4.57399,4.11834,0.101621,39.812,40.6106,45.0772,0.036318,
0.299904,3.50603,4.49179,0.109373,56.6369,40.2293,43.6176,0.036039,
0.303396,3.41062,4.67275,0.095684,42.9738,57.0432,35.4759,0.034851,
0.262049,4.47433,4.75845,0.090586,40.3912,43.3351,35.4637,0.039042,
0.317225,3.35587,4.31578,0.100014,41.3979,40.816,44.9272,0.035341,
0.324279,3.25006,4.85923,0.140453,59.0875,41.8704,41.5725,0.037295,
0.336921,3.58963,4.98537,0.089748,44.0435,59.5231,41.4486,0.051823,
0.29718,2.04199,2.23622,0.090865,43.2102,44.4397,57.4089,0.036249,
0.343905,1.56434,2.27813,0.107627,59.7675,43.6693,44.0938,0.075989,
0.291174,1.58913,2.30907,0.108885,24.6245,60.1756,41.6087,0.036179,
0.409976,3.39749,2.37905,0.121107,47.0797,25.1637,42.6593,0.043861,
0.328609,1.98206,2.69103,0.132212,47.6298,47.5477,60.2516,0.038204,
0.266659,1.53081,2.20626,0.091564,40.1607,47.9957,45.2206,0.034292,
0.259605,3.47586,4.70481,0.094008,36.7542,40.5225,44.4446,0.034852,
0.310939,4.2847,5.07078,0.095196,47.7656,37.1665,60.9522,0.042814,
0.298088,3.50163,5.07358,0.10211,27.5411,48.1737,26.0395,0.034851,
0.300463,3.26898,5.27053,0.092053,42.45,27.9412,47.9319,0.033804,
0.331403,3.65472,4.93913,0.109792,35.2211,42.8992,48.773,0.071519,
0.329238,4.47188,4.38695,0.111609,55.6627,35.6706,40.9309,0.0352,
0.424922,4.16737,4.083,0.114402,47.6173,56.2082,37.6546,0.040439,
0.407602,3.57538,3.06427,0.127881,61.8748,48.1609,48.9672,0.039601,
0.405716,3.6879,4.5288,0.093869,43.9221,62.3825,28.4118,0.037575,
0.458377,3.41097,3.15123,0.174117,49.9498,44.5638,43.3119,0.057271,
0.347676,3.3794,5.22332,0.112307,42.8845,50.4164,36.4041,0.041836,
0.262189,3.54619,5.13678,0.09778,32.1562,43.2525,56.9777,0.033944,
0.315688,1.85027,2.82695,0.101481,35.6755,32.5812,48.9291,0.038064,
0.303536,3.79322,4.66011,0.095265,36.8944,36.0817,63.1656,0.037087,
0.309193,4.21933,5.51575,0.096732,50.3576,37.3079,45.4599,0.041487,
0.349493,1.65576,2.31004,0.096871,44.8585,50.811,51.1896,0.042046,
0.265402,4.3366,2.21611,0.093939,41.7708,45.226,44.0576,0.036248,
0.345163,4.28512,4.75314,0.077805,35.881,42.2027,33.4057,0.044001,
