fov segment, laser convert, laser ds, map update, optimize, poseEstimate, processMeasurement, pub cloud, 
0.124948,4.64425,4.75376,0.115869,22.8,38.3105,27.2327,0.031499,
0.065722,4.85846,4.6601,0.078153,23.9385,22.951,28.0614,0.020394,
0.102389,4.54521,5.66514,0.086185,20.2377,24.1354,32.1107,0.023257,
0.063696,4.66855,4.64048,0.067328,29.9719,20.3763,31.805,0.020952,
0.125437,3.56448,4.60954,0.083043,42.6345,30.1885,34.861,0.020883,
0.058597,4.52028,3.90587,0.065443,17.8927,42.7662,38.9519,0.020533,
0.105392,3.51036,4.29266,0.08451,18.7813,18.0902,23.2249,0.022209,
0.061112,3.45595,4.67631,0.066769,28.3263,18.9167,24.8735,0.043861,
0.086255,3.5714,4.77052,0.06628,30.7438,28.4856,20.9829,0.021861,
0.12439,3.50959,5.50108,0.093939,32.9347,30.9711,30.862,0.024934,
0.06195,4.70934,3.33128,0.069353,23.2423,33.0746,43.3153,0.018648,
0.112376,4.62253,4.64083,0.087303,24.9094,23.4487,18.6465,0.024235,
0.10218,3.89966,4.57469,0.07962,39.442,25.0983,19.7422,0.023886,
0.08884,3.44219,4.77695,0.342997,38.5691,39.8823,29.0334,0.04456,
0.134866,3.93598,4.74971,0.089119,31.0613,38.7999,31.6547,0.023677,
0.084021,3.68049,4.70571,0.067607,26.0503,31.221,33.6471,0.022769,
0.078991,3.5517,4.6893,0.06202,32.5147,26.1991,23.7564,0.018647,
0.095893,3.39274,4.66248,0.09303,39.0531,32.7104,25.6877,0.019975,
0.10211,3.53305,4.83485,0.067189,37.3899,39.2292,40.4676,0.019975,
0.102878,1.57327,2.08913,0.077386,31.2797,37.5782,39.3543,0.024375,
0.130396,4.01385,4.49521,0.085418,33.5402,31.5035,31.8166,0.022908,
0.133609,3.41998,4.67477,0.104554,31.8919,33.7855,26.8837,0.026121,
0.124599,3.63349,4.86139,0.081436,45.0965,32.1057,33.2798,0.024305,
0.130256,4.29127,6.23072,0.083182,31.4826,45.3203,39.9994,0.022979,
0.187248,3.73965,4.60479,0.098827,47.4839,31.7772,38.3845,0.027379,
0.123971,4.60982,4.63377,0.084091,45.1941,47.7011,32.2287,0.023816,
0.082414,2.04094,2.08291,0.075849,29.7723,45.3605,34.1858,0.02193,
0.08423,3.41795,4.67694,0.070052,32.7127,29.9348,32.9251,0.021511,
0.126694,3.60576,4.64243,0.082135,35.9829,32.9291,46.1173,0.022909,
0.082415,4.08481,5.48795,0.070192,44.7812,36.1421,32.6021,0.022489,
0.08402,4.13943,5.19677,0.073824,33.8747,44.9468,48.5314,0.020743,
0.127392,3.84092,4.18455,0.076547,37.7814,34.0871,46.0741,0.020953,
0.148276,3.54465,4.5003,0.099805,24.5983,38.0376,30.5812,0.023467,
0.085277,3.57727,4.66716,0.070401,26.1863,24.7611,33.566,0.020045,
0.112167,3.39302,5.41615,0.070192,40.2861,26.3762,36.7123,0.023328,
0.105951,3.29307,4.66101,0.07962,34.7147,40.4793,45.6688,0.025283,
0.091634,3.50051,4.81215,0.092122,25.9297,34.9069,34.8063,0.024725,
0.084439,4.50261,5.8264,0.077665,28.4358,26.0995,38.6442,0.020603,
0.102179,3.50777,4.53655,0.086535,36.8833,28.6317,25.3965,0.020883,
0.083881,3.86537,5.04661,0.0755,26.8044,37.0503,27.1645,0.022001,
0.123691,4.53027,4.85517,0.079201,32.1315,27.0145,41.1551,0.024375,
0.135424,3.40406,4.52838,0.099246,21.6953,32.3737,35.9285,0.025702,
0.098618,3.35537,4.16073,0.090586,31.5999,21.892,26.3953,0.019486,
0.125926,3.58257,4.98424,0.104415,28.9634,31.8395,28.9207,0.028077,
0.091075,3.50491,4.60521,0.078014,38.0071,29.1401,37.7863,0.020184,
0.101691,3.37046,5.1344,0.09757,27.31,38.214,27.6225,0.029613,
0.120618,4.3975,4.79797,0.089189,40.785,27.5284,33.2035,0.022768,
0.156937,3.831,4.51748,0.091494,29.6194,41.0419,22.7097,0.027029,
0.092541,3.32639,2.10268,0.091075,31.1596,29.8093,32.6579,0.019276,
0.165666,3.37661,4.84232,0.103018,34.7518,31.4367,29.7046,0.023397,
0.105812,3.45574,4.00575,0.094008,31.0699,34.9597,38.8348,0.026191,
0.103157,3.46873,4.74161,0.205127,36.444,31.3891,28.1315,0.022349,
0.095405,3.5281,4.72345,0.087234,25.2909,36.6333,41.9211,0.022419,
0.100224,3.545,4.63517,0.087443,30.3986,25.4876,30.5323,0.023397,
0.144364,3.43437,4.57091,0.0887,35.8261,30.6383,32.0139,0.05308,
0.134447,3.35216,4.48724,0.100713,41.441,36.0679,35.598,0.020464,
0.130536,3.52928,4.81313,0.099805,43.1064,41.6779,32.1504,0.023468,
0.125926,3.36704,4.51434,0.099316,39.521,43.3393,37.4681,0.02661,
0.103087,4.41649,4.4621,0.099176,31.1127,39.7317,26.2074,0.022908,
0.101202,4.07461,4.79204,0.098618,36.4852,31.321,31.3972,0.020953,
0.097291,3.73225,4.72275,0.076547,25.4879,36.6661,36.6321,0.021861,
0.09317,3.35321,4.68441,0.082135,25.7843,25.6708,42.2871,0.023397,
0.097639,3.60248,4.81236,0.090376,47.0915,25.9809,43.9214,0.022,
0.112167,2.45699,2.14968,0.085278,27.5943,47.2962,40.6004,0.02661,
0.10176,3.50197,4.70452,0.090586,35.1434,27.7954,32.0034,0.025632,
0.147368,3.40315,4.69558,0.11077,31.3584,35.409,37.2497,0.023746,
0.097709,3.47327,4.64683,0.086814,28.9772,31.5495,26.2861,0.03094,
0.104414,4.70718,4.63915,0.105392,24.5329,29.1942,26.8163,0.024235,
0.153235,2.07055,2.16819,0.111678,31.9887,24.8063,48.0575,0.023328,
0.102809,3.57063,4.63768,0.100643,43.5842,32.2003,28.6358,0.028147,
0.105741,3.49576,4.8243,0.102948,36.4014,43.8,36.0012,0.024165,
0.094846,4.55045,4.78812,0.091144,32.7186,36.5941,32.1513,0.019975,
0.096732,3.89316,4.73239,0.083741,22.893,32.9058,29.4963,0.025353,
0.094287,4.28463,4.4885,0.080319,37.8019,23.0739,25.3997,0.020184,
0.125646,2.42172,2.1045,0.123482,51.7851,38.0615,32.8057,0.023886,
0.107837,4.10367,4.79232,0.092751,34.3539,51.9923,44.4009,0.02249,
0.09275,3.59738,4.69195,0.078433,22.2437,34.5318,37.3269,0.021023,
0.096383,3.26793,4.63475,0.095893,44.3059,22.4437,33.3112,0.023747,
0.093449,3.38974,4.74832,0.081367,36.2051,44.4873,23.4867,0.024725,
0.092052,1.60219,2.18328,0.083182,51.131,36.3875,39.0698,0.021861,
0.093101,3.43828,4.53215,0.073475,47.0646,51.305,52.7286,0.020604,
0.095055,1.53458,2.15534,0.100084,42.8306,47.2686,35.1516,0.021581,
0.090796,3.43849,4.97006,0.08018,41.3361,43.0092,23.1582,0.022909,
0.091075,1.79502,2.13641,0.081437,46.4799,41.5168,45.2336,0.02186,
0.10239,1.61406,2.17741,0.089119,37.623,46.6792,36.9844,0.022419,
0.135774,3.08229,2.16442,0.090586,56.3305,37.8586,52.0364,0.025911,
0.105951,1.6142,2.1992,0.094427,25.234,56.5394,48.0191,0.022,
0.113076,4.00009,5.17449,0.10204,31.7244,25.4576,43.6012,0.031499,
0.09303,3.29447,4.64397,0.099735,33.3777,31.9252,42.2756,0.021441,
0.242214,3.72547,5.48669,0.200727,49.9208,33.8293,47.813,0.045887,
0.122295,3.36271,3.28302,0.100085,40.658,50.1518,38.6464,0.025283,
0.132212,3.30481,4.57608,0.103507,35.112,40.9018,57.329,0.022,
0.159939,3.23657,4.74922,0.081436,32.5357,35.3615,26.234,0.025283,
0.154492,1.62565,2.16142,0.111329,35.2835,32.8092,32.7094,0.025004,
0.153165,3.63817,6.2252,0.113145,38.2657,35.5589,34.6182,0.025633,
0.157425,4.17763,4.95533,0.087373,27.433,38.5185,51.0211,0.02668,
0.100504,1.69675,2.19201,0.098269,27.342,27.6398,41.6543,0.021651,
0.111678,3.74964,2.53549,0.082554,25.5789,27.5434,35.6761,0.023048,
0.10644,3.70207,4.45246,0.103577,38.8579,25.7956,33.4523,0.021791,
0.109653,3.42955,4.72464,0.10616,28.812,39.0809,36.4454,0.02214,
0.101202,1.60177,2.1353,0.089817,22.4418,29.0113,39.1488,0.021861,
0.112167,3.79,4.5346,0.099386,40.1845,22.6603,28.0117,0.024794,
0.105812,4.55555,4.98473,0.110211,30.9305,40.4082,28.166,0.022419,
0.270779,4.28456,5.94653,0.111888,26.2034,31.3206,26.4425,0.025562,
0.104066,3.87151,4.7875,0.105044,37.2286,26.4192,39.6827,0.031988,
0.117405,3.81997,4.60716,0.095195,33.8419,37.4503,29.6552,0.021651,
0.134377,3.61212,4.60661,0.104135,42.299,34.089,23.3159,0.038274,
0.142409,3.28218,4.68064,0.100853,41.8355,42.5493,41.4552,0.027099,
0.105951,3.52474,6.00611,0.098687,36.9611,42.0463,32.0977,0.022769,
0.135495,3.69034,5.24734,0.103855,55.0695,37.2097,27.2869,0.02668,
0.132421,4.38856,4.85895,0.098967,39.512,55.3086,38.0939,0.023887,
0.101551,3.66562,4.83303,0.085767,32.3528,39.707,35.0284,0.021511,
0.107208,4.43437,3.12308,0.090446,33.415,32.5571,42.8604,0.02186,
0.165038,3.89728,4.74007,0.112237,33.5725,33.698,42.905,0.02682,
0.111189,3.85307,4.7546,0.096103,43.6549,33.7879,37.8627,0.021302,
0.112796,3.60625,5.26536,0.105043,52.1852,43.8809,55.9483,0.021302,
0.125717,1.53423,2.17294,0.105462,36.8651,52.4258,40.3166,0.023537,
0.112167,4.06742,4.97796,0.101691,30.5099,37.0876,33.4372,0.025213,
0.104903,4.35147,3.16324,0.083183,54.688,30.7047,34.3355,0.0396,
0.502797,3.59221,2.98961,0.10672,42.08,55.3047,34.4042,0.025283,
0.107348,3.58963,4.73456,0.102459,46.2891,42.2985,45.1568,0.024864,
0.126275,3.67302,4.78896,0.091145,26.7754,46.5141,53.2855,0.025353,
0.152187,3.49303,4.7634,0.109374,31.6854,27.0451,37.9591,0.027099,
0.17307,3.80467,4.62616,0.111818,31.6016,31.9778,31.2122,0.027658,
0.166295,3.79762,3.01056,0.176073,45.9845,31.9538,55.9442,0.02626,
0.108116,3.98368,4.97335,0.097221,50.015,46.1983,43.2452,0.025283,
0.131933,3.65263,2.94268,0.11573,38.4603,50.272,47.1198,0.029055,
0.200588,4.04514,5.2581,0.171533,32.8601,38.8406,27.6856,0.029334,
0.202752,3.44945,4.70278,0.149254,44.7371,33.2201,32.6179,0.027727,
0.104973,3.48409,5.47677,0.112167,44.8694,44.9608,32.6575,0.023467,
0.149324,3.29811,3.34455,0.106161,34.688,45.133,46.8877,0.02668,
0.179426,3.28365,4.63692,0.131095,30.9856,35.0067,51.2583,0.024375,
0.155749,4.76606,4.74887,0.112586,53.7168,31.261,39.4731,0.024306,
0.149672,4.61338,4.18545,0.105882,33.8327,53.9805,33.8382,0.028565,
0.161197,3.70606,5.52971,0.106859,33.0758,34.1084,45.6608,0.025772,
0.113634,3.55394,4.83471,0.115519,25.301,33.312,45.7988,0.022629,
0.133748,3.59822,4.77639,0.094986,39.1314,25.5364,36.3651,0.024654,
0.114053,3.59521,4.14837,0.118942,31.8966,39.3725,31.8883,0.024306,
0.122504,3.44415,4.71626,0.148975,40.3428,32.1771,54.9307,0.032407,
0.116637,4.26508,5.02531,0.11964,53.0033,40.5872,34.813,0.022001,
0.223357,4.72687,4.96581,0.145552,41.2987,53.381,34.2452,0.031918,
0.105951,3.92885,4.495,0.107907,52.9272,41.5206,25.8487,0.024445,
0.136751,3.72142,4.81543,0.110491,44.4964,53.182,40.3052,0.050985,
0.161755,4.32772,6.3892,0.129069,24.646,44.7938,32.8314,0.029195,
0.139546,4.25027,3.9593,0.092961,42.3216,24.8869,41.2292,0.024166,
0.149882,4.5647,4.8952,0.108814,22.3122,42.5879,54.3726,0.027588,
0.158403,3.7011,5.36614,0.116288,41.1461,22.5946,42.1902,0.026261,
0.111469,3.33784,4.63426,0.107279,56.549,41.3707,53.847,0.024725,
0.121037,3.30781,4.62881,0.127113,39.5207,56.8054,45.6611,0.036528,
0.121316,3.44575,4.85245,0.104764,41.6243,39.7545,25.7999,0.024794,
0.183616,3.75068,6.0939,0.128859,59.9431,41.9439,43.2596,0.027449,
0.19514,4.79085,6.3475,0.126904,55.5113,60.2722,23.2377,0.027169,
0.175444,3.7122,4.73553,0.101481,52.2084,55.7963,42.2133,0.025143,
0.134656,4.78736,4.54081,0.186759,34.6404,52.5387,57.5334,0.023746,
0.118243,3.91628,4.86265,0.105672,34.0391,34.8724,40.373,0.024166,
0.144505,3.54486,4.57406,0.113633,40.4525,34.3039,42.6197,0.027169,
0.136402,3.56651,3.21192,0.09757,53.4673,40.6946,61.1495,0.027029,
0.193254,3.34832,5.43152,0.130116,39.4051,53.7982,56.4979,0.034362,
0.233623,3.59012,4.80307,0.189343,46.1622,39.8396,53.204,0.048611,
0.160079,4.74399,4.97244,0.116428,31.1904,46.4458,35.7579,0.033804,
0.110212,4.68539,5.35169,0.096942,47.7052,31.4052,34.6148,0.024306,
0.109094,4.31131,6.42,0.105951,28.5673,47.9284,41.363,0.023816,
0.188924,4.22931,4.55716,0.189622,31.7587,28.955,54.4545,0.02668,
0.120618,3.34406,4.89387,0.102668,45.7008,31.9891,40.8826,0.02668,
0.207502,3.47606,4.67163,0.132003,54.4861,46.0494,47.1437,0.027239,
0.204778,3.03654,4.74678,0.13298,46.6347,54.831,32.1088,0.032407,
0.228944,3.54151,4.85608,0.166086,50.3913,47.0387,48.7607,0.030032,
0.170834,3.78442,5.11953,0.096662,55.679,50.6665,29.8985,0.028076,
0.118523,3.46189,5.11213,0.095265,31.5484,55.9008,32.8132,0.027169,
0.202753,4.58621,4.88311,0.174607,39.8506,31.9339,46.9377,0.063277,
0.116497,2.59221,2.48311,0.111678,37.3273,40.0865,55.4486,0.022838,
0.112796,3.64026,5.17002,0.101761,29.7072,37.5499,47.673,0.024375,
0.113215,3.8171,4.77737,0.106719,42.5353,29.9358,51.5844,0.025702,
0.169438,3.39728,4.70809,0.210854,41.5486,42.9245,56.7034,0.050008,
0.115938,4.50596,4.6131,0.11105,61.3401,41.7862,32.8255,0.029544,
0.120129,3.74531,4.67051,0.10183,36.094,61.5698,40.8793,0.025283,
0.162802,3.35733,4.59061,0.108256,52.9582,36.3732,38.3614,0.026261,
0.112587,3.37395,4.69656,0.108606,38.3553,53.1882,30.843,0.025632,
0.148416,4.54493,4.25257,0.126973,37.6791,38.6378,44.1915,0.024933,
0.11538,1.57271,2.11253,0.118732,42.5742,37.9213,42.7264,0.025352,
0.113703,2.32534,2.15199,0.107488,47.1376,42.8029,62.4044,0.022489,
0.12858,3.39044,4.76096,0.138778,63.1469,47.4141,37.1821,0.02661,
0.167483,1.76785,2.26946,0.108256,43.8767,63.4322,53.9994,0.028636,
0.125018,3.59249,4.89624,0.111538,51.6542,44.1204,39.4496,0.032406,
0.230062,3.61861,5.07623,0.119571,45.4735,52.0124,38.7384,0.065023,
0.167902,3.30139,5.00534,0.111399,33.3562,45.761,43.446,0.028635,
0.154352,3.49248,4.80789,0.128371,35.8954,33.647,48.1008,0.024096,
0.120618,3.58495,4.63014,0.106509,34.7175,36.1298,64.3032,0.023258,
0.149184,3.68776,4.79232,0.105043,41.3222,34.9789,44.8234,0.026191,
0.122923,3.48011,4.68958,0.133539,20.6484,41.5864,52.7861,0.024794,
0.163711,4.72911,5.71459,0.12404,44.4396,20.9427,46.4954,0.028565,
0.173,3.56127,4.68609,0.117894,44.923,44.7372,34.3544,0.03101,
0.160777,5.4408,3.00721,0.134866,36.9903,45.2272,36.785,0.026191,
0.151628,3.39037,4.75558,0.118802,61.4267,37.2678,35.6763,0.027099,
0.163711,3.62029,4.86356,0.139755,47.4449,61.7386,42.2524,0.024305,
0.201216,3.43346,5.09243,0.123202,31.406,47.7775,21.2713,0.03101,
0.117685,1.68209,2.33777,0.125437,45.3336,31.6567,45.4911,0.023886,
0.193394,1.53982,2.22497,0.109024,52.9775,45.6445,45.8826,0.030591,
0.242912,1.67182,2.19976,0.180263,68.7547,53.4087,37.6261,0.039042,
0.122154,2.26094,2.15387,0.122923,39.9743,69.0073,62.3944,0.025702,
0.16413,3.22142,5.0691,0.129698,57.141,40.2756,48.7606,0.026191,
0.168251,4.64614,5.01728,0.170416,46.9525,57.4872,32.4922,0.027169,
0.121247,3.4586,4.88814,0.112935,64.4749,47.1944,46.6093,0.025353,
0.188645,3.69048,4.26403,0.123551,70.3455,64.7949,54.0846,0.025702,
0.210855,1.57698,2.24411,0.218397,67.6735,70.7843,69.6877,0.04442,
0.172022,4.69258,5.06261,0.136053,64.1801,67.9887,40.9724,0.032687,
0.231807,1.52431,2.22064,0.169857,57.9404,64.5908,58.166,0.031988,
0.130746,4.58558,5.22862,0.136333,63.3912,58.2156,47.6226,0.04449,
0.165387,1.61623,2.29496,0.127253,65.8091,63.691,65.6004,0.028007,
0.182847,3.98591,3.96643,0.143596,51.5678,66.1437,71.5173,0.027657,
0.163222,4.36746,3.30691,0.172512,69.7502,51.914,68.7504,0.026122,
0.116847,2.65946,2.19445,0.123132,62.2421,69.9975,65.465,0.030591,
0.136892,3.35698,4.89184,0.162035,53.4499,62.5496,58.9324,0.025074,
0.179495,2.77065,2.34056,0.150441,63.0752,53.7879,64.3855,0.030102,
0.238373,3.41823,4.94814,0.170136,51.2659,63.4916,66.8295,0.032757,
0.145063,4.49562,5.01253,0.175515,58.888,51.5965,52.9076,0.024445,
0.159311,4.33659,5.72611,0.178098,71.055,59.2335,70.3632,0.029544,
0.151209,2.13725,2.18125,0.133818,75.0612,71.3476,63.5203,0.028635,
0.121107,1.66588,2.34818,0.120269,67.5032,75.3098,54.1663,0.025772,
0.13752,3.28141,3.30474,0.134447,62.8158,67.7829,63.8587,0.031988,
0.258138,3.5941,5.11457,0.238163,58.2074,63.3232,52.5791,0.046934,
0.14206,4.70522,6.25175,0.132631,54.0266,58.4908,60.2323,0.033664,
0.12404,3.67309,4.91161,0.162314,53.3011,54.3208,72.5543,0.025772,
0.231458,4.72555,4.32046,0.174676,71.1063,53.7167,76.2563,0.030521,
0.132701,3.57447,4.7326,0.140104,38.8712,71.3867,68.7487,0.02689,
0.12404,2.74139,3.00554,0.150091,61.9772,39.154,64.3589,0.024794,
0.243402,3.24908,5.44765,0.256461,63.6079,62.487,59.3875,0.075709,
0.126275,2.64138,2.27903,0.139685,57.638,63.8823,55.3032,0.024375,
0.196467,4.35315,4.73281,0.266589,71.332,58.1097,54.6672,0.045258,
0.170556,4.33576,6.78339,0.11992,59.9408,71.6316,72.1886,0.029962,
0.153584,3.22484,5.14055,0.158822,51.7135,60.2609,39.9312,0.026191,
0.173489,3.92473,4.82549,0.163781,74.3325,52.0596,63.311,0.03122,
0.221401,4.38723,4.95386,0.158193,49.6062,74.7207,64.7628,0.032407,
0.151209,3.46852,4.87054,0.155959,64.4614,49.9201,58.5032,0.030102,
0.219934,4.28994,5.41371,0.170416,92.9218,64.8583,72.4642,0.068656,
0.131932,3.79371,4.05359,0.152815,39.4127,93.214,61.0874,0.030451,
0.122853,4.09773,5.21787,0.14192,63.0143,39.6851,52.8654,0.024934,
0.169368,4.43032,5.00331,0.156936,74.6964,63.3473,75.7076,0.025772,
0.173489,3.40182,2.95511,0.151489,69.7926,75.0294,50.3508,0.032477,
0.136961,3.45783,6.43201,0.159241,76.8666,70.0964,65.6909,0.025702,
0.152327,4.23756,4.82451,0.177959,40.402,77.204,94.0543,0.046166,
0.139336,1.72553,2.53591,0.179355,73.2242,40.7272,40.1681,0.02633,
0.136403,3.33687,5.50003,0.185571,67.4518,73.5547,63.7323,0.064325,
0.138428,1.78182,2.2791,0.148345,56.7879,67.7462,75.8361,0.024375,
0.145971,3.11239,5.04773,0.136472,39.1505,57.0795,70.8744,0.027239,
0.174257,3.48794,4.68664,0.14639,78.9585,39.4792,77.6217,0.036109,
0.161337,1.57174,2.28958,0.188924,44.4468,79.316,41.1253,0.030312,
0.127672,4.12763,4.11631,0.139895,58.8597,44.721,73.9899,0.026191,
0.142968,4.28889,4.92879,0.161056,52.007,59.1719,68.616,0.059925,
0.15065,3.80656,5.775,0.17747,75.0346,52.3422,57.9674,0.027169,
0.228036,4.10032,4.83632,0.189413,59.4288,75.4612,40.6423,0.028077,
0.182918,3.6902,4.13489,0.152326,75.0112,59.7716,80.135,0.024934,
0.152117,3.83066,4.50547,0.175165,69.3217,75.3471,45.12,0.05762,
0.130536,3.6096,4.8586,0.154491,45.4961,69.6143,60.0099,0.027099,
0.161896,3.42236,4.92467,0.193255,53.3203,45.8596,53.1572,0.048261,
0.142548,1.68411,2.37199,0.176632,70.7991,53.6461,76.2591,0.038832,
0.172581,3.5612,5.1402,0.200448,84.3474,71.1807,60.9504,0.029124,
0.152676,3.76409,5.0244,0.178657,68.6714,84.6873,76.4107,0.041486,
0.135844,2.02515,2.28958,0.174466,90.0942,68.9892,70.419,0.026401,
0.142269,3.59515,4.75767,0.178797,88.7042,90.4229,46.963,0.02675,
0.181451,3.67686,3.65898,0.204429,91.7145,89.0981,54.0615,0.028146,
0.166994,3.68021,4.25795,0.20408,85.7109,92.0936,72.2305,0.030521,
0.22622,3.60451,5.28771,0.209667,67.5334,86.1544,85.7604,0.035619,
0.140873,3.29587,4.84903,0.17314,67.3954,67.8564,69.8222,0.027728,
0.15526,3.54249,4.78456,0.226918,77.5619,67.7848,90.8267,0.027588,
0.153374,1.59674,2.3025,0.216232,67.9846,77.9405,89.5178,0.031499,
0.134936,3.53522,4.94709,0.171254,59.5393,68.2984,93.0089,0.024794,
0.157495,3.88974,4.2055,0.20862,57.0737,59.913,86.5724,0.052452,
0.189133,2.50923,4.91335,0.200658,55.4444,57.4711,68.7301,0.028146,
0.214207,4.44268,3.91251,0.262189,83.2745,55.9289,68.1967,0.065233,
0.267078,3.51294,5.54913,0.276787,70.7548,83.8269,79.2633,0.045887,
0.146599,3.04884,5.11492,0.174607,77.2149,71.084,69.2228,0.025702,
0.153794,3.58439,4.98976,0.170625,85.3477,77.5475,60.8084,0.030032,
0.310171,1.71226,2.34915,0.239909,83.1301,85.9082,58.3155,0.034292,
0.155958,1.62105,2.3935,0.160778,45.1115,83.4541,56.8126,0.024655,
0.365346,4.37578,5.00736,0.699193,90.5796,46.1836,84.7143,0.032896,
0.28405,1.89504,2.26416,0.189832,92.0357,91.0607,71.5114,0.036318,
0.250944,3.48626,2.89895,0.256671,50.4459,92.5504,78.3764,0.034362,
0.235579,3.39826,5.69182,0.209807,54.1529,50.8984,86.3085,0.031429,
0.267706,3.11232,2.63628,0.200379,66.3648,54.6328,83.9314,0.041417,
0.245147,1.63131,2.30934,0.249617,73.9243,66.8678,46.5955,0.028146,
0.242983,4.42683,4.86474,0.181661,79.2573,74.3561,91.9367,0.033385,
0.307727,2.05142,2.70375,0.227129,82.6346,79.8016,92.9665,0.034293,
0.285307,2.44463,2.33658,0.188994,81.1728,83.1168,51.3237,0.035271,
0.270849,4.36684,5.02105,0.192277,52.4333,81.6426,55.8689,0.036248,
0.369397,1.61211,2.25361,0.285097,101.883,53.0963,67.764,0.036737,
0.31066,3.3875,3.98235,0.180683,70.9837,102.382,75.204,0.031918,
0.245916,1.91934,2.42396,0.21714,80.8454,71.4539,80.9732,0.03527,
0.336013,3.61366,5.33052,0.195419,74.5634,81.3844,83.5437,0.036178,
0.294177,3.14368,4.95903,0.209807,48.7188,75.0755,82.0869,0.028286,
0.262259,1.73664,2.34874,0.193325,45.4904,49.1815,53.7487,0.036248,
0.225242,1.64738,2.33393,0.179286,55.7367,45.9026,103.297,0.02668,
0.242004,1.61986,2.27903,0.164689,74.8798,56.1505,71.8876,0.031988,
0.225661,3.5348,5.14663,0.161057,52.5538,75.2742,82.2923,0.034293,
0.234671,1.74648,2.3113,0.193673,60.7746,52.9903,75.4993,0.09352,
0.266799,3.58236,5.66549,0.198702,81.6343,61.2477,50.4073,0.031918,
0.220842,3.03487,2.30243,0.172302,62.0141,82.0355,46.3413,0.028636,
0.238233,4.37445,5.14642,0.202823,71.7389,62.4628,57.2129,0.028566,
0.237953,1.62656,2.80425,0.236557,69.1128,72.222,76.3469,0.028077,
0.3504,1.62852,2.46893,0.217909,60.6225,69.6883,54.1752,0.035271,
0.236348,3.65975,5.06959,0.182499,76.6968,61.0489,62.1521,0.029474,
0.232506,1.73712,2.3553,0.176981,57.4146,77.1142,82.9276,0.030032,
0.270431,1.68677,2.92368,0.214627,80.5663,57.9073,63.5317,0.029055,
0.255274,4.58097,4.99074,0.176074,67.5825,81.0062,73.2869,0.063417,
0.371562,3.45071,5.11723,0.403899,37.2017,68.3692,70.6045,0.060624,
0.289358,3.7071,5.16723,0.17768,62.0669,37.6767,61.4893,0.031499,
0.379664,3.81725,5.59683,0.208829,48.7029,62.6646,78.3226,0.034922,
0.317016,3.90678,4.83087,0.212392,71.8607,49.2409,58.8357,0.030032,
0.261909,3.46901,4.4526,0.174676,87.2408,72.3043,82.1138,0.052103,
0.234392,1.66875,2.38771,0.173,63.0963,87.6564,69.3083,0.031499,
0.227897,3.98654,5.89541,0.198493,75.8573,63.5308,38.8566,0.036179,
0.217141,3.55806,5.02964,0.164968,70.9295,76.2475,63.6303,0.029125,
0.222798,4.84016,3.995,0.170136,50.8316,71.3311,50.4548,0.029544,
0.205756,4.50059,4.94402,0.148136,96.8524,51.1937,73.2619,0.030522,
0.376871,1.77666,2.33777,0.226151,56.1561,97.464,88.5196,0.031988,
0.39489,3.57671,3.79874,0.216372,52.1908,56.7741,64.4444,0.03101,
0.286285,4.16786,6.75866,0.199122,60.1569,52.6848,77.3184,0.032895,
0.376871,3.61987,2.40636,0.203871,50.8887,60.7458,72.2237,0.037436,
0.28859,3.30258,5.14782,0.190321,46.1095,51.3768,52.1446,0.036667,
0.224194,3.60506,5.16318,0.163152,60.0784,46.5045,98.3347,0.028077,
0.222798,2.09626,3.0899,0.175794,67.0804,60.4855,57.2512,0.028146,
0.348305,5.83639,2.69383,0.216233,77.8326,67.6531,53.537,0.033943,
0.215604,4.80671,5.1071,0.167063,58.1679,78.2227,61.1791,0.029055,
0.239629,3.45574,4.6277,0.194721,43.532,58.6112,51.8188,0.032407,
0.234671,4.14551,5.16961,0.169368,67.809,43.9454,46.9281,0.030591,
0.271338,4.1432,5.17303,0.175654,84.6027,68.2631,61.5912,0.047703,
0.293968,3.98829,2.58383,0.206315,44.3785,85.1097,68.0853,0.029124,
0.256182,3.29014,5.58245,0.204639,52.2163,44.848,79.4577,0.034781,
0.360597,3.51678,2.80509,0.201496,78.6994,52.7861,59.2916,0.03101,
0.225871,3.35747,4.94758,0.178308,76.1763,79.1128,44.8078,0.030521,
0.362413,4.07762,4.33708,0.180892,55.2864,76.7278,69.1907,0.032198,
0.367232,3.79755,4.56575,0.207642,63.7368,55.869,85.531,0.032477,
0.329657,3.34141,4.95854,0.184733,69.8177,64.2598,45.731,0.03576,
0.383505,3.45476,4.77688,0.19067,79.6288,70.3989,53.7084,0.04875,
0.359759,3.40615,5.25957,0.187038,52.8263,80.1833,80.1521,0.029823,
0.334407,1.55889,2.45224,0.243122,51.0315,53.4123,77.766,0.06202,
0.431348,4.34372,3.77485,0.220703,75.0705,51.6921,56.9716,0.040159,
0.273294,3.64941,4.36984,0.187597,52.2394,75.5384,65.3062,0.032477,
0.36821,3.46147,5.14069,0.233553,65.7542,52.8511,71.4258,0.03569,
0.353613,3.93472,5.5117,0.21295,90.3503,66.328,81.0406,0.029613,
0.490574,3.48507,5.19189,0.296901,84.8195,91.1482,54.7041,0.034363,
0.400267,4.09599,3.81808,0.235859,78.2389,85.4632,52.5689,0.032896,
0.358153,4.31271,4.5089,0.219655,39.4585,78.8256,76.4117,0.042604,
